cycle_index,t_start,t_end,cycle_duration_nominal,sample_count,theta0_rad,theta_start_rad,theta_end_rad,max_abs_vel_rad_s,mean_abs_vel_rad_s,rms_vel_rad_s,mean_vel_rad_s,max_abs_delta_theta_rad,mean_abs_delta_theta_rad,rms_delta_theta_rad,ptp_theta_rad,vel_bound_rad_s,satisfy_vel_bound,angle_margin_ratio
181,1774257636.23689,1774257636.28689,0.05,5,-0.11851259995047951,-0.11851259995047951,-0.11855414967174782,0.0811044630364951,0.03961346159312337,0.046766794927346235,-0.0009387699251241742,0.0008021682607188135,0.0003507447551072823,0.0004631846255162767,0.0008021682607188135,0.9,1,0.017825961349306967
182,1774257636.28689,1774257636.33689,0.05,5,-0.11878968026826212,-0.11878968026826212,-0.11939997077659797,0.0666410988162469,0.05040587083905307,0.05349807384401711,-0.014805267062873665,0.001333359039975071,0.0007100792253630611,0.0008303905900133992,0.001333359039975071,0.9,1,0.02963020088833491
183,1774257636.3368902,1774257636.3868902,0.05,5,-0.11931185507799025,-0.11931185507799025,-0.1191493520830154,0.08036285648386363,0.041636833039259455,0.0496982197766906,0.0018115744112111015,0.0008383457149151452,0.000320920078621556,0.0004460621581313841,0.0008383457149151452,0.9,1,0.018629904775892114
184,1774257636.3868902,1774257636.4368901,0.05,5,-0.11914931648217558,-0.11914931648217558,-0.11948511455944193,0.07857441045085885,0.0527615185597766,0.05575530516017474,-0.013474313334347177,0.0005278311321546686,0.0002423197850609321,0.0003060867201610816,0.000863629209421013,0.9,1,0.01172958071454819
185,1774257636.4368901,1774257636.48689,0.05,5,-0.11829661560583185,-0.11829661560583185,-0.1191789411906408,0.07825405737358705,0.0329567085790601,0.042200813544974534,-0.02233402710412962,0.0010959997464045218,0.0006003161033740767,0.0007488293927560834,0.0010959997464045218,0.9,1,0.024355549920100483
186,1774257636.48689,1774257636.53689,0.05,5,-0.11957774797111605,-0.11957774797111605,-0.11914403345173165,0.05204489023177313,0.024212481354956707,0.029597881853706782,0.01261972409342152,0.0004337145193843983,0.00023615249044071918,0.0002746106827522311,0.0006896100954566081,0.9,1,0.009638100430764405
187,1774257636.53689,1774257636.58689,0.05,5,-0.11947536996917188,-0.11947536996917188,-0.11880573292892112,0.09012319774595001,0.05733929925483292,0.06086870999717192,0.01706449452394426,0.0008984592892048726,0.0004003916446204847,0.0005273011201943241,0.0008984592892048726,0.9,1,0.0199657619823305
188,1774257636.5868902,1774257636.6368902,0.05,5,-0.11829338784917841,-0.11829338784917841,-0.11831033060509998,0.13146840680315477,0.06650808288028473,0.07982655017789288,-0.0007738794787073497,0.0013706494860523943,0.0006246728775322258,0.0008236699634573493,0.0013706494860523943,0.9,1,0.03045887746783098
189,1774257636.6368902,1774257636.6868901,0.05,5,-0.11912923972378998,-0.11912923972378998,-0.11902478939285346,0.06906293192903969,0.03945241954671265,0.046026362022752836,0.004920953582192808,0.0004388134216006534,0.0002012132400526667,0.0002499482272014329,0.0006401277879889838,0.9,1,0.009751409368903407
190,1774257636.6868901,1774257636.73689,0.05,5,-0.11865348496643094,-0.11865348496643094,-0.11857264138571443,0.08245068659685581,0.033938983521814424,0.04598231871582951,0.007286359776613477,0.00045419137874395943,0.0001737119701415546,0.00023510542472364224,0.0006839136689641978,0.9,1,0.010093141749865763
191,1774257636.73689,1774257636.78689,0.05,5,-0.11955852382912364,-0.11955852382912364,-0.1192005044827538,0.0392569933595709,0.017981864536891143,0.021909226662775776,0.009032257975203968,0.00035801934636985056,0.00013263875183288086,0.00018435894439632161,0.0005378947343707002,0.9,1,0.007955985474885567
192,1774257636.78689,1774257636.83689,0.05,5,-0.11914717002064942,-0.11914717002064942,-0.11957360698780026,0.11659685941965141,0.07033376836476811,0.0760450208741989,-0.009963414481686248,0.0012059551441286481,0.00042085276540727856,0.0006082901428799819,0.001632392111279482,0.9,1,0.026799003202858843
193,1774257636.8368902,1774257636.8868902,0.05,5,-0.1188779932040813,-0.1188779932040813,-0.11934721738458436,0.05157007390708502,0.01676573191130873,0.026480059724027616,-0.011024834050043073,0.0005432684434668184,0.0002897595795463004,0.00037485070156302575,0.0005432684434668184,0.9,1,0.012072632077040407
194,1774257636.8868902,1774257636.9368901,0.05,5,-0.11940500073863353,-0.11940500073863353,-0.11987351375613595,0.0577962609474731,0.028334247694587776,0.033793904669880116,-0.011582400453034908,0.0004685130175024199,0.00026338057920815563,0.0003045485453161575,0.0008044373286831136,0.9,1,0.010411400388942664
195,1774257636.9368901,1774257636.98689,0.05,5,-0.11992141022397866,-0.11992141022397866,-0.11937699166393848,0.03424298443824843,0.02332856747933111,0.02492349515068987,0.012816066774918698,0.0006344379284832224,0.0003911481491709945,0.00044844223559883847,0.0006344379284832224,0.9,1,0.014098620632960497
196,1774257636.98689,1774257637.03689,0.05,5,-0.11845442385768713,-0.11845442385768713,-0.11884884318933747,0.03598713427836861,0.027989486591757633,0.02847863292082218,-0.009995919452573328,0.0007556631314612622,0.0003719728289902663,0.0004511987839846584,0.0007556631314612622,0.9,1,0.01679251403247249
197,1774257637.03689,1774257637.08689,0.05,5,-0.11891481448410933,-0.11891481448410933,-0.11862218927541704,0.12037727958412718,0.09460755042588938,0.09769471355419754,0.016108621900686456,0.0008617449127645838,0.00037217707873982153,0.00048489792866860705,0.0011543701214568741,0.9,1,0.01914988695032408
198,1774257637.0868902,1774257637.1368902,0.05,5,-0.11896628167570723,-0.11896628167570723,-0.11908260498124908,0.05434302467813498,0.04105599429114139,0.0429486730402888,-0.0031076486467102905,0.0008904729836750613,0.0004359638507374586,0.0005491940285248688,0.0008904729836750613,0.9,1,0.01978828852611247
199,1774257637.1368902,1774257637.1868901,0.05,5,-0.11915421991321445,-0.11915421991321445,-0.11906398552034067,0.07081538685237596,0.038758214394327486,0.047153617809590154,0.00015862754114170582,0.0007040932250680088,0.0003808506791787514,0.00047376624413773903,0.0007943276179417924,0.9,1,0.015646516112622414
200,1774257637.1868901,1774257637.23689,0.05,5,-0.11915975229979778,-0.11915975229979778,-0.11930492872224976,0.08630056914346756,0.05666642715976261,0.060639881848865596,-0.01115870506624329,0.0007714577434048686,0.0003119523950363995,0.0004205783416616989,0.0007714577434048686,0.9,1,0.01714350540899708
201,1774257637.23689,1774257637.28689,0.05,5,-0.11927844818938331,-0.11927844818938331,-0.11958907433976611,0.0777228930472203,0.046243928085424636,0.055896217873449935,-0.007382481561814485,0.0006270996868850964,0.00024102812488260573,0.00033032552647071107,0.0006606152384599218,0.9,1,0.013935548597446586
202,1774257637.28689,1774257637.33689,0.05,5,-0.11894138823959043,-0.11894138823959043,-0.11897176821950939,0.06911926345064558,0.04727533437574928,0.049730792431883296,-0.0015470686516266124,0.0006601119842630648,0.0002470163294571004,0.00035365965874201323,0.0006601119842630648,0.9,1,0.014669155205845883
203,1774257637.3368902,1774257637.3868902,0.05,5,-0.11948864753645393,-0.11948864753645393,-0.11934972911911157,0.06632647837001107,0.035750191484770585,0.04524313286567127,0.003113537735434614,0.000653666535319064,0.00017367200681357164,0.00029992334483954706,0.0007925849526614209,0.9,1,0.01452592300709031
204,1774257637.3868902,1774257637.4368901,0.05,5,-0.11920321958171554,-0.11920321958171554,-0.12009593366225552,0.13612172951900867,0.04437947579777617,0.06973632949499577,-0.02368138896172816,0.0008927140805399802,0.0003281349467091577,0.0004646831575329303,0.0013256140146096773,0.9,1,0.019838090678666227
205,1774257637.4368901,1774257637.48689,0.05,5,-0.11924845045669576,-0.11924845045669576,-0.1193182262941761,0.08102738264498238,0.03806177955387891,0.04594175067406468,0.002451911768612279,0.0006394787836823956,0.00028888401477017157,0.00038112003246398526,0.0007092546211627387,0.9,1,0.014210639637386568
206,1774257637.48689,1774257637.53689,0.05,5,-0.11990277496350646,-0.11990277496350646,-0.11878450338152224,0.0892849541388603,0.02839030556941785,0.04539390316802528,0.02839030556941785,0.0011182715819842148,0.00080395006092005,0.0009035831955410949,0.0011182715819842148,0.9,1,0.024850479599649214
207,1774257637.53689,1774257637.58689,0.05,5,-0.1186419465388644,-0.1186419465388644,-0.11976979793458777,0.07024118223367828,0.03810861675862894,0.046051285107717124,-0.02800635413991031,0.001258081889185178,0.0008137741908781137,0.000934381289073904,0.001258081889185178,0.9,1,0.027957375315226175
208,1774257637.5868902,1774257637.6368902,0.05,5,-0.11893702857748706,-0.11893702857748706,-0.11887240883718281,0.12208251190936933,0.1009700583864385,0.10212881529642714,-0.0005659039662315665,0.0009400992613045611,0.0004055061568219859,0.0005457696575298158,0.0012536563564416042,0.9,1,0.020891094695656913
209,1774257637.6368902,1774257637.6868901,0.05,5,-0.11950055454275842,-0.11950055454275842,-0.11976955719921964,0.07952578457792284,0.03544773568739952,0.045641796010670435,-0.0046498308881399684,0.0006066597481567126,0.0003710135288481048,0.0004345824728013027,0.0008756624046179357,0.9,1,0.013481327736815835
210,1774257637.6868901,1774257637.73689,0.05,5,-0.11862204382366272,-0.11862204382366272,-0.1189246420816383,0.05076047768358576,0.022703241027053723,0.02884212931402575,-0.005216547305555871,0.0006020520284180236,0.0003877474745930115,0.0004451867475788956,0.0006020520284180236,0.9,1,0.013378933964844969
211,1774257637.73689,1774257637.78689,0.05,5,-0.11942095314028232,-0.11942095314028232,-0.11948312011756868,0.04761809434534037,0.028100302104856933,0.033552933280589,-0.0042912549321867475,0.000535250348092417,0.0001661281312642371,0.0002549078112420128,0.0005974173253787685,0.9,1,0.011894452179831488
212,1774257637.78689,1774257637.83689,0.05,5,-0.11956346779114707,-0.11956346779114707,-0.11933138666741366,0.09778137665622778,0.04904058974778634,0.06384765255412068,-0.0011577913901282093,0.0005875846552192282,0.00021801124604204914,0.0002953761942208776,0.0008196657789526357,0.9,1,0.013057436782649513
213,1774257637.8368902,1774257637.8868902,0.05,5,-0.11979595465103889,-0.11979595465103889,-0.11949919133965715,0.14298537271078604,0.09063481573938584,0.09670743749653221,0.0053023347053896275,0.0014305000805115708,0.0006936421857905523,0.0008704963155775146,0.0014305000805115708,0.9,1,0.031788890678034906
214,1774257637.8868902,1774257637.9368901,0.05,5,-0.11986335291021108,-0.11986335291021108,-0.11878159180026839,0.08562227730183865,0.031334517922590316,0.04580743420112603,0.031334517922590316,0.0010817611099426944,0.00043492845580374583,0.0005606849342874159,0.0010817611099426944,0.9,1,0.024039135776504315
215,1774257637.9368901,1774257637.98689,0.05,5,-0.11885064309895013,-0.11885064309895013,-0.11926485827013875,0.048126596363558725,0.02856343550397831,0.03383073759503888,-0.006612749029185518,0.0005485162288102058,0.0003000726484702204,0.000355798284861175,0.0005485162288102058,0.9,1,0.012189249529115683
216,1774257637.98689,1774257638.03689,0.05,5,-0.11872120708794538,-0.11872120708794538,-0.11943158250908893,0.08678359779743298,0.04682299572472015,0.05251129274546657,-0.017500964949311786,0.0008545930242126881,0.0004676741428936426,0.0005594073918807971,0.0008545930242126881,0.9,1,0.01899095609361529
217,1774257638.03689,1774257638.08689,0.05,5,-0.11915598373074533,-0.11915598373074533,-0.11881411207827149,0.072772249484885,0.027649230070033434,0.03843835589585076,0.00873689467240907,0.0003773311725115275,0.00019677316868309258,0.00025013447177496605,0.0007192028249853738,0.9,1,0.008385137166922832
218,1774257638.0868902,1774257638.1368902,0.05,5,-0.11892367747831946,-0.11892367747831946,-0.11948904016501292,0.14687562961932862,0.06262304937807855,0.08089556840935225,0.010814765431585759,0.0007859793914102159,0.0002970493752242759,0.00043514547209557727,0.0007859793914102159,0.9,1,0.017466208698004797
219,1774257638.1368902,1774257638.1868901,0.05,5,-0.11937454126915291,-0.11937454126915291,-0.11953444835212527,0.15131921655274871,0.0780074837744626,0.09435120698929621,-0.0023478754980882366,0.0008502340105229073,0.0003411204297666365,0.0004791929730840912,0.0014788811981511774,0.9,1,0.01889408912273127
220,1774257638.1868901,1774257638.23689,0.05,5,-0.12014739448472178,-0.12014739448472178,-0.11938442432101548,0.13827312249824034,0.08238134400753894,0.09282509123737552,0.018899163879065733,0.0018328932455670827,0.0010341525721609568,0.0012070112005600165,0.0018328932455670827,0.9,1,0.04073096101260183
221,1774257638.23689,1774257638.28689,0.05,5,-0.11896297400938183,-0.11896297400938183,-0.11922812819390993,0.04628854313916443,0.027969346694586738,0.03262635827455684,-0.006466469703004391,0.00046256494453786323,0.00017900319683553377,0.00024599205530593133,0.00046256494453786323,0.9,1,0.010279220989730293
222,1774257638.28689,1774257638.33689,0.05,5,-0.11955717253195133,-0.11955717253195133,-0.11937840833112419,0.08383202939618208,0.062022031336566176,0.06559373241583895,0.006288755106833455,0.0010218701563620425,0.000408814110535885,0.0005384692775551454,0.0013490413068758395,0.9,1,0.022708225696934276
223,1774257638.3368902,1774257638.3868902,0.05,5,-0.11899258845434567,-0.11899258845434567,-0.11870299746791405,0.08223520945111792,0.05237611177667807,0.06067856886296585,0.007634139937437489,0.0007551797777244351,0.00035560731589769355,0.000430362232241444,0.0010447707641560583,0.9,1,0.016781772838320778
224,1774257638.3868902,1774257638.4368901,0.05,4,-0.11931357646246737,-0.11931357646246737,-0.11879882798471927,0.1049009084943313,0.06372670395345735,0.07007349805482178,0.03598178412179121,0.0005784932313057656,0.00028493912830866025,0.0003878737039999452,0.001093241709053866,0.9,1,0.012855405140128123
225,1774257638.4368901,1774257638.48689,0.05,6,-0.11881034638323451,-0.11881034638323451,-0.11877238938720959,0.0725700543516731,0.035974565543325586,0.046239882776425684,0.006614974807500928,0.0008345947057898928,0.00021464676284009324,0.0003732088442929186,0.0008725517018148138,0.9,1,0.01854654901755317
226,1774257638.48689,1774257638.53689,0.05,5,-0.11861334919984524,-0.11861334919984524,-0.11996505137405188,0.08542794020409208,0.03999820181377211,0.04859458295208852,-0.03457427787828619,0.0014636591612630367,0.000758149675553299,0.0009485419455972303,0.0014636591612630367,0.9,1,0.032525759139178594
227,1774257638.53689,1774257638.58689,0.05,5,-0.1194351495317374,-0.1194351495317374,-0.119673057270093,0.09002837028207161,0.07067250389879513,0.07386522878483565,-0.00868813217250915,0.0009333087159803521,0.00042045598246112924,0.0005346345427338163,0.0011712164543359604,0.9,1,0.020740193688452268
228,1774257638.5868902,1774257638.6368902,0.05,5,-0.11996430111997046,-0.11996430111997046,-0.11868047345233326,0.08832188299294118,0.038900101091634984,0.04949514994850523,0.031741823347271686,0.0013193850028083431,0.0008334874730653224,0.0009911153764575289,0.0013193850028083431,0.9,1,0.029319666729074288
229,1774257638.6368902,1774257638.6868901,0.05,5,-0.11893615689112413,-0.11893615689112413,-0.11943487321058797,0.08320431394439615,0.06111770501928449,0.062450278376012885,-0.007412021288616118,0.0005271646996314328,0.0003085246171650041,0.000386465868376852,0.0010258810190952733,0.9,1,0.011714771102920726
230,1774257638.6868901,1774257638.73689,0.05,5,-0.11962359436408142,-0.11962359436408142,-0.11896321041008061,0.028028630200970656,0.020596747464716552,0.022003075066473688,0.01604885315999671,0.0006603839540008094,0.00039858542363317706,0.0004632890687006977,0.0006603839540008094,0.9,1,0.014675198977795763
231,1774257638.73689,1774257638.78689,0.05,5,-0.11937823754129316,-0.11937823754129316,-0.11961564409313825,0.0967220206873187,0.05088365061659834,0.06690455324309777,-0.0021497173992750863,0.0008690975941809814,0.00028088489288346786,0.0004180214209132431,0.0011119693729620267,0.9,1,0.019313279870688475
232,1774257638.78689,1774257638.83689,0.05,5,-0.1196138673441663,-0.1196138673441663,-0.12004486321895348,0.10746259042212836,0.06366600347612843,0.07345788934868515,-0.016991005483954644,0.000989481218263616,0.00034703714837083235,0.0004937088525446316,0.0014204770930507926,0.9,1,0.02198847151696924
233,1774257638.8368902,1774257638.8868902,0.05,5,-0.11929747063784057,-0.11929747063784057,-0.1186353228600848,0.030981748080216143,0.017038413815446827,0.019589555968622312,0.017038413815446827,0.0006621477777557783,0.00028163584020858556,0.000379750628226236,0.0006621477777557783,0.9,1,0.014714395061239515
234,1774257638.8868902,1774257638.9368901,0.05,5,-0.11869421192467544,-0.11869421192467544,-0.11993941793879215,0.053613532991861355,0.030995147580554133,0.035628889143184586,-0.030995147580554133,0.0012452060141167065,0.0005921745387214878,0.0007203152998749748,0.0012452060141167065,0.9,1,0.02767124475814903
235,1774257638.9368901,1774257638.98689,0.05,5,-0.11851072372718138,-0.11851072372718138,-0.1199173647035997,0.07457864014237718,0.0484891943180652,0.051926028329670235,-0.037391527673997935,0.0014066409764183219,0.0007153311953751379,0.0008577436749554149,0.0014066409764183219,0.9,1,0.03125868836485159
236,1774257638.98689,1774257639.03689,0.05,4,-0.11949656220429271,-0.11949656220429271,-0.11923318098403503,0.021806638801652223,0.013164928963680758,0.014939068623652952,0.010158036601200493,0.0002633812202576802,9.172224051557515e-05,0.00013671880037050186,0.00031969184481944746,0.9,1,0.005852916005726226
237,1774257639.03689,1774257639.08689,0.05,6,-0.11906369572917203,-0.11906369572917203,-0.11910090219232611,0.05195598032189947,0.021459708013362923,0.027704798405111485,-0.0006773158846031379,0.0004857781483883772,0.00012956875613172555,0.00021357395463354054,0.0005229846115424597,0.9,1,0.010795069964186159
238,1774257639.0868902,1774257639.1368902,0.05,5,-0.11919742825659482,-0.11919742825659482,-0.11884383293583556,0.052351016857187516,0.03986346207563525,0.041317872924553765,0.007455106312107382,0.0005775604562518605,0.0003064600193516537,0.0003625416770623396,0.0009727089344219175,0.9,1,0.012834676805596898
239,1774257639.1368902,1774257639.1868901,0.05,5,-0.11977061287226719,-0.11977061287226719,-0.11925566013028588,0.10243678609402877,0.05595857490235945,0.06610552318454263,0.011032059404643801,0.001321345845814198,0.0006552655444514166,0.0008287686816707888,0.001321345845814198,0.9,1,0.029363241018093286
240,1774257639.1868901,1774257639.23689,0.05,5,-0.11927172715451113,-0.11927172715451113,-0.11897845795195977,0.055424036570276065,0.03514455970138791,0.03767900101021392,0.007432541416249874,0.0004636713265478015,0.00023454947382306192,0.00028699766952428274,0.0005611376078025754,0.9,1,0.01030380725661781
241,1774257639.23689,1774257639.28689,0.05,5,-0.11900850490069731,-0.11900850490069731,-0.11920444398145076,0.02389605983052832,0.013355445248981374,0.015530892117257675,-0.004572434299742571,0.00033214869705888717,0.00015432382794342003,0.00019022430298228627,0.00033214869705888717,0.9,1,0.0073810821568641586
242,1774257639.28689,1774257639.33689,0.05,5,-0.11914229365157913,-0.11914229365157913,-0.11857797435918639,0.09640769138061189,0.06457459246968279,0.06961201717048232,0.012997193938339459,0.0012983405392571756,0.0005787936153122842,0.0007283122678843522,0.0015729023245288493,0.9,1,0.028852011983492788
243,1774257639.3368902,1774257639.3868902,0.05,5,-0.11958570422414283,-0.11958570422414283,-0.11890556040838629,0.08558698613026416,0.05677619529074301,0.06156181422153549,0.022311865983170864,0.0009352450676582968,0.0004989241466954203,0.0006033457705931654,0.0009352450676582968,0.9,1,0.020783223725739926
244,1774257639.3868902,1774257639.4368901,0.05,5,-0.11938842392696516,-0.11938842392696516,-0.11899037175702322,0.1380536757647474,0.05455626231445594,0.07377493262016603,0.0197584366928378,0.000674995440247142,0.0002684487212185782,0.00036108079121690667,0.0010730476101890873,0.9,1,0.014999898672158708
245,1774257639.4368901,1774257639.48689,0.05,5,-0.11909256209591942,-0.11909256209591942,-0.11809385490715056,0.07998801308161167,0.05249230772112768,0.05720777068798347,0.03471348555110501,0.000998707188768863,0.0003626613631436376,0.0005132235012419676,0.001483668470657895,0.9,1,0.02219349308375251
246,1774257639.48689,1774257639.53689,0.05,5,-0.11877145863772627,-0.11877145863772627,-0.11903020201903011,0.03520190228133136,0.023598641046007902,0.025182331664367757,-0.0059976899053422236,0.0006006403666522081,0.0002775652169407533,0.00034858997156536045,0.0006006403666522081,0.9,1,0.0133475637033824
247,1774257639.53689,1774257639.58689,0.05,5,-0.11913381026038933,-0.11913381026038933,-0.11988620083994787,0.09883729679293383,0.05346203115982131,0.06006898424699518,-0.01841717431848028,0.0007523905795585456,0.0004111898584042234,0.0004825032868850671,0.0011905464215319073,0.9,1,0.016719790656856567
248,1774257639.5868902,1774257639.6368902,0.05,5,-0.11927247556859684,-0.11927247556859684,-0.11936385688721951,0.12035541926220554,0.06854960527221945,0.07655120043473163,-0.008371895641116692,0.0008463419230159419,0.0003298220581511191,0.00045362964386942993,0.0013620640483186508,0.9,1,0.018807598289243152
249,1774257639.6368902,1774257639.6868901,0.05,5,-0.11952515806249919,-0.11952515806249919,-0.11957902240401068,0.0888304097139931,0.046629952973968415,0.059469911925025834,-0.0009483477214503623,0.00086873402024705,0.0003373866745400106,0.0004966112296500559,0.0009480736890051383,0.9,1,0.019305200449934442
250,1774257639.6868901,1774257639.73689,0.05,4,-0.12017281016331202,-0.12017281016331202,-0.11932396022065078,0.1306155586558688,0.05889671431575531,0.07836640792037818,0.028180324788157213,0.0013142821878224104,0.0007813040108036427,0.0009183530570427271,0.0013142821878224104,0.9,1,0.029206270840498004
251,1774257639.73689,1774257639.78689,0.05,6,-0.11939107995017194,-0.11939107995017194,-0.11839183637000408,0.07255240993348488,0.03045044730262762,0.03733946181662261,0.023634075835272838,0.000999243580167855,0.0003420160859188744,0.0005073470249108808,0.0010440331119743324,0.9,1,0.022205412892619
252,1774257639.78689,1774257639.83689,0.05,4,-0.11963051053707427,-0.11963051053707427,-0.11911923352482838,0.16407322801351665,0.10660103647746418,0.11776140842187827,-0.002781115531546932,0.001145691085352868,0.0004146540408310473,0.0006272987650292226,0.0016569680975987572,0.9,1,0.025459801896730395
253,1774257639.8368902,1774257639.8868902,0.05,6,-0.11891479627211456,-0.11891479627211456,-0.11931640654558724,0.13201166075883766,0.08331249234926649,0.09131251343332368,-0.009084671060103832,0.0009044068668675603,0.00045504643226759966,0.0005586676885481517,0.0015950424827847337,0.9,1,0.02009793037483467
254,1774257639.8868902,1774257639.9368901,0.05,5,-0.1193125212858318,-0.1193125212858318,-0.11840020387954261,0.06977153801427928,0.04122839494506859,0.047480356230349956,0.023172051099630407,0.0009123174062891787,0.0003498041747539593,0.00046678567264319933,0.001279136243049303,0.9,1,0.020273720139759525
255,1774257639.9368901,1774257639.98689,0.05,5,-0.11942880796512616,-0.11942880796512616,-0.1184895178485248,0.17327689178639322,0.0599913263313165,0.08986893632969822,0.02664711956188011,0.0009392901166013629,0.00037612637575049345,0.0005300301421115637,0.0016094496608291403,0.9,1,0.020873113702252505
256,1774257639.98689,1774257640.03689,0.05,5,-0.11907142664321364,-0.11907142664321364,-0.11982145240074271,0.14784068594183172,0.09974343320796245,0.10523410928306587,-0.02582309023704659,0.0008299077698518953,0.000482751538345183,0.0005905802092365275,0.001516085525448338,0.9,1,0.018442394885597672
257,1774257640.03689,1774257640.08689,0.05,5,-0.11993802799329487,-0.11993802799329487,-0.11956230723499078,0.08297786370343306,0.04444984374013204,0.05583225111638835,0.008217479719199061,0.0010439063159124878,0.0005195064904726238,0.0006712344787728867,0.0010439063159124878,0.9,1,0.023197918131388617
258,1774257640.0868902,1774257640.1368902,0.05,4,-0.11949414701173251,-0.11949414701173251,-0.11906339128695152,0.023401679693356745,0.014392340130631934,0.016918637430455085,0.014392340130631934,0.0004307557247809901,0.00022929623394891616,0.0002757288595139631,0.0004307557247809901,0.9,1,0.009572349439577557
259,1774257640.1368902,1774257640.1868901,0.05,6,-0.1191098005508152,-0.1191098005508152,-0.11980030457350604,0.09929898268346461,0.04516630975715583,0.05481575619332657,-0.011576539671082745,0.0006905040226908438,0.0002853745138458319,0.00036558260270829336,0.0011305354086784264,0.9,1,0.015344533837574304
260,1774257640.1868901,1774257640.23689,0.05,5,-0.11927001768945814,-0.11927001768945814,-0.1190716016040629,0.09842199958958286,0.05765743407578664,0.06255741026849224,0.00844643428099521,0.0007928078816301781,0.00032503975723055246,0.00042180207388666055,0.001008036675064397,0.9,1,0.017617952925115067
261,1774257640.23689,1774257640.28689,0.05,5,-0.1196884902119177,-0.1196884902119177,-0.11928506254092802,0.07445148663720202,0.040309884705946576,0.04801425743918654,0.009204846442558711,0.0007169119458921708,0.0003557514360224584,0.0004317532561881119,0.0007169119458921708,0.9,1,0.01593137657538157
262,1774257640.28689,1774257640.33689,0.05,4,-0.11932412618931368,-0.11932412618931368,-0.11930362861063648,0.06863500330017928,0.04607140283948432,0.04916773823956677,0.00031473397269812797,0.0006994504924211081,0.00024703712221558344,0.00037469407727123126,0.0006994504924211081,0.9,1,0.015543344276024624
263,1774257640.3368902,1774257640.3868902,0.05,5,-0.11944239347923045,-0.11944239347923045,-0.11945188073904126,0.04401176230783472,0.017864862577208766,0.025870960290732978,0.004261905213261939,0.00033481910952701255,6.949821239813913e-05,0.00014979968013602727,0.00033704608466406105,0.9,1,0.007440424656155834
264,1774257640.3868902,1774257640.4368901,0.05,6,-0.11907427094049117,-0.11907427094049117,-0.11932541318903388,0.1158477397991354,0.05374313178931874,0.06896257228134815,-0.004830293688899982,0.0009253965828814742,0.0003930988658455703,0.0004949967928348249,0.0012144896964348395,0.9,1,0.0205643685084772
265,1774257640.4368901,1774257640.48689,0.05,4,-0.11958953482828893,-0.11958953482828893,-0.11896144570876219,0.1017418415491444,0.07775552555666872,0.08179002029638165,0.018508017847381906,0.000628089119526748,0.0003777223198525373,0.0004428639713912224,0.0010827176803460264,0.9,1,0.013957535989483287
266,1774257640.48689,1774257640.53689,0.05,5,-0.11932637525806755,-0.11932637525806755,-0.11877321536071514,0.08104470988285592,0.04448812124836045,0.04980163128202473,0.01751820902703127,0.0010996805958182615,0.0005443674678384108,0.0006628158389678298,0.0010996805958182615,0.9,1,0.02443734657373914
267,1774257640.53689,1774257640.58689,0.05,5,-0.11979657313132414,-0.11979657313132414,-0.11939868406326705,0.11368140680617515,0.0685967365589547,0.08002551565691177,0.008334171793204146,0.0010196792697553941,0.000312974073699418,0.0004937857334354682,0.001164784063695759,0.9,1,0.022659539327897646
268,1774257640.5868902,1774257640.6368902,0.05,6,-0.11963418988381658,-0.11963418988381658,-0.11911174828596884,0.05253934420053232,0.017868392097629436,0.02592597117247113,0.010256391942320017,0.000535664552699891,0.0003788545782699368,0.0004225703551669844,0.000535664552699891,0.9,1,0.011903656726664243
269,1774257640.6368902,1774257640.6868901,0.05,5,-0.11868626863777518,-0.11868626863777518,-0.11940123668996463,0.23007743416723347,0.0939548309862202,0.12337680865354744,-0.058596942760884604,0.0007695366450155561,0.00041417291471381454,0.0005050307227876963,0.0010610981241940126,0.9,1,0.01710081433367902
270,1774257640.6868901,1774257640.73689,0.05,4,-0.11920597989140007,-0.11920597989140007,-0.11855420118355589,0.04360951531946354,0.030486264791729435,0.03232020145560131,0.018939021733174192,0.0006517787078441778,0.0003738735789383628,0.0004447411497751324,0.0006517787078441778,0.9,1,0.014483971285426172
271,1774257640.73689,1774257640.78689,0.05,5,-0.11798531241062243,-0.11798531241062243,-0.11970983735795465,0.1250685607556764,0.06609302106363724,0.0825007288994836,-0.048544597167258216,0.0018251268738783827,0.0010696279036731566,0.0012612566112257155,0.0018251268738783827,0.9,1,0.04055837497507517
272,1774257640.78689,1774257640.83689,0.05,5,-0.11875196866141224,-0.11875196866141224,-0.11914419765851923,0.06807195610234973,0.03703851067751664,0.04225702142516288,-0.010765559131182875,0.0006902132389833282,0.00035692014432046616,0.0004399143879110041,0.0006902132389833282,0.9,1,0.015338071977407292
273,1774257640.8368902,1774257640.8868902,0.05,5,-0.11931539211419806,-0.11931539211419806,-0.11847911323420766,0.10881999821183022,0.06267087339435543,0.07046744409821581,0.02096462282556763,0.0008362788799903959,0.0003534248029031073,0.00047203437320041553,0.0010971758137655468,0.9,1,0.018583975110897683
274,1774257640.8868902,1774257640.9368901,0.05,5,-0.11876665153928286,-0.11876665153928286,-0.11888030160941858,0.06836270367737404,0.051796017256226,0.054529556677561174,-0.0036556750787516187,0.00042102484910083726,0.0002427898974853432,0.0002935445637497686,0.0006901042738250013,0.9,1,0.009356107757796382
