cycle_index,t_start,t_end,cycle_duration_nominal,sample_count,theta0_rad,theta_start_rad,theta_end_rad,max_abs_vel_rad_s,mean_abs_vel_rad_s,rms_vel_rad_s,mean_vel_rad_s,max_abs_delta_theta_rad,mean_abs_delta_theta_rad,rms_delta_theta_rad,ptp_theta_rad,vel_bound_rad_s,satisfy_vel_bound,angle_margin_ratio
10,1774257627.6868901,1774257627.73689,0.05,5,-0.11968904426964685,-0.11968904426964685,-0.11994161971793028,0.07090628967846357,0.03372443454101276,0.04308362833538631,-0.0030234571294421603,0.0006167159339235534,0.0002316076214959689,0.00031181136896666126,0.0008692913822069825,0.9,1,0.013704798531634518
11,1774257627.73689,1774257627.78689,0.05,5,-0.12019315756903615,-0.12019315756903615,-0.12003392112087091,0.11695103855152314,0.06572289078113513,0.07539016195483018,0.00021502506531024743,0.0014322707405664825,0.0007311577893442083,0.0009347642395596673,0.0014322707405664825,0.9,1,0.03182823867925516
12,1774257627.78689,1774257627.83689,0.05,5,-0.11863507365269318,-0.11863507365269318,-0.11982103718586656,0.05399792899748497,0.03546215771690864,0.038358333766406495,-0.028870627562024576,0.0011859635331733787,0.0006416478690760757,0.0007651464450089208,0.0011859635331733787,0.9,1,0.026354745181630633
13,1774257627.8368902,1774257627.8868902,0.05,5,-0.11985382272433497,-0.11985382272433497,-0.11946784828678023,0.08690471003241826,0.06112766857429824,0.06891469531092453,0.01872756942505594,0.0006835157028328431,0.0004005684085241601,0.0004682306955798114,0.0010010993130163681,0.9,1,0.015189237840729846
14,1774257627.8868902,1774257627.9368901,0.05,5,-0.11819413432294693,-0.11819413432294693,-0.11949335567843375,0.13481454960559838,0.06763175284864342,0.07961525367522136,-0.0360393855306633,0.0019113487804893053,0.0011189936096340086,0.001321030340870502,0.0019113487804893053,0.9,1,0.04247441734420678
15,1774257627.9368901,1774257627.98689,0.05,5,-0.11935447628405145,-0.11935447628405145,-0.11941222343873263,0.011517036346584988,0.005835303612227768,0.007005562765581727,-0.0014832263271184988,0.0001310266652822939,4.402842810123098e-05,6.480329936678472e-05,0.0001455637883918809,0.9,1,0.002911703672939864
16,1774257627.98689,1774257628.03689,0.05,5,-0.11956893205708999,-0.11956893205708999,-0.11877253198304533,0.08027991268002542,0.053561082077204544,0.062077123269365285,0.012030933784633489,0.000796400074044662,0.00028929324210583417,0.00045150969791187695,0.0008244663930713075,0.9,1,0.017697779423214707
17,1774257628.03689,1774257628.08689,0.05,5,-0.11988994579599531,-0.11988994579599531,-0.11968301794789167,0.06426805373955907,0.03646682181326126,0.040455204524035754,0.003542386941714399,0.0006738156469338202,0.0003521319475541518,0.00042376702095457447,0.0006738156469338202,0.9,1,0.014973681042973782
18,1774257628.0868902,1774257628.1368902,0.05,5,-0.11899084225834107,-0.11899084225834107,-0.11890043184254127,0.1228403954392985,0.07396853392927036,0.08231424390822652,0.002083924476680942,0.0007823349853013639,0.0004208563878556587,0.0005258008943892066,0.0014415181582721898,0.9,1,0.01738522189558586
19,1774257628.1368902,1774257628.1868901,0.05,5,-0.11955071766999771,-0.11955071766999771,-0.11889353195442927,0.11975588257677214,0.07434902617719198,0.07952235836042088,0.014471084888805916,0.0012883881582450712,0.0005356136212678137,0.0007068062305849634,0.0012883881582450712,0.9,1,0.02863084796100158
20,1774257628.1868901,1774257628.23689,0.05,5,-0.11938453158385032,-0.11938453158385032,-0.11904353992181513,0.05883730421948006,0.027944483017562218,0.03375988211721653,0.008259809669075009,0.00040417729429841065,0.0002482451993370688,0.0002849577768246663,0.0007451689563336,0.9,1,0.00898171765107579
21,1774257628.23689,1774257628.28689,0.05,5,-0.11902246946599261,-0.11902246946599261,-0.11882074247199244,0.08947566301731476,0.05081307059343632,0.05613224548742459,0.009728423642856488,0.0007079670020474493,0.00023384662163712655,0.00033934034510952406,0.0008469021905049556,0.9,1,0.01573260004549887
22,1774257628.28689,1774257628.33689,0.05,5,-0.11972604318217046,-0.11972604318217046,-0.11930904314189754,0.08502532821352242,0.05272382291328501,0.059087029921790206,0.0102111588065238,0.001259630383197874,0.0005515075256838836,0.0007300296728854762,0.001259630383197874,0.9,1,0.027991786293286084
